Timestamp,Source IP,Destination IP,Query,Query Type,Query Class,Response Code
1722268379.934183,192.168.1.1,192.168.1.200,prod-westeurope.access-point.cloudmessaging.edge.microsoft.com.,65,1,
1722268379.942518,192.168.1.1,192.168.1.200,www.msftconnecttest.com.,1,1,
1722268379.943717,192.168.1.200,192.168.1.1,ipv6.msftconnecttest.com.,1,1,
1722268379.955927,192.168.1.1,192.168.1.200,ipv6.msftconnecttest.com.,1,1,
1722268380.59932,192.168.1.200,192.168.1.1,wpad.communityfibre.co.uk.,28,1,
1722268380.599345,192.168.1.200,192.168.1.1,wpad.communityfibre.co.uk.,1,1,
1722268380.612683,192.168.1.1,192.168.1.200,wpad.communityfibre.co.uk.,1,1,
1722268380.612683,192.168.1.1,192.168.1.200,wpad.communityfibre.co.uk.,28,1,
1722268380.661817,192.168.1.200,192.168.1.1,edge.microsoft.com.,28,1,
1722268380.662078,192.168.1.200,192.168.1.1,edge.microsoft.com.,1,1,
1722268380.662252,192.168.1.200,192.168.1.1,edge.microsoft.com.,65,1,
1722268380.6629,192.168.1.200,192.168.1.1,wpad.cust.communityfibre.co.uk.,1,1,
1722268380.663014,192.168.1.200,192.168.1.1,wpad.cust.communityfibre.co.uk.,28,1,
1722268380.673028,192.168.1.1,192.168.1.200,edge.microsoft.com.,1,1,
1722268380.673028,192.168.1.1,192.168.1.200,edge.microsoft.com.,28,1,
1722268380.6732,192.168.1.1,192.168.1.200,wpad.cust.communityfibre.co.uk.,1,1,
1722268380.678305,192.168.1.1,192.168.1.200,edge.microsoft.com.,65,1,
1722268380.678305,192.168.1.1,192.168.1.200,wpad.cust.communityfibre.co.uk.,28,1,
1722268380.68147,192.168.1.200,192.168.1.1,www.google.com.,28,1,
1722268380.681697,192.168.1.200,192.168.1.1,www.google.com.,1,1,
1722268380.681872,192.168.1.200,192.168.1.1,www.google.com.,65,1,
1722268380.682118,192.168.1.200,192.168.1.1,www.googleadservices.com.,28,1,
1722268380.682272,192.168.1.200,192.168.1.1,www.googleadservices.com.,1,1,
1722268380.682414,192.168.1.200,192.168.1.1,www.googleadservices.com.,65,1,
1722268380.682811,192.168.1.200,192.168.1.1,play.google.com.,28,1,
1722268380.682944,192.168.1.200,192.168.1.1,play.google.com.,1,1,
1722268380.683052,192.168.1.200,192.168.1.1,play.google.com.,65,1,
1722268380.685903,192.168.1.1,192.168.1.200,www.google.com.,28,1,
1722268380.690149,192.168.1.1,192.168.1.200,www.googleadservices.com.,28,1,
1722268380.690149,192.168.1.1,192.168.1.200,play.google.com.,1,1,
1722268380.690149,192.168.1.1,192.168.1.200,www.googleadservices.com.,1,1,
1722268380.690149,192.168.1.1,192.168.1.200,play.google.com.,28,1,
1722268380.690739,192.168.1.1,192.168.1.200,www.google.com.,1,1,
1722268380.690739,192.168.1.1,192.168.1.200,www.googleadservices.com.,65,1,
1722268380.691457,192.168.1.1,192.168.1.200,www.google.com.,65,1,
1722268380.695549,192.168.1.1,192.168.1.200,play.google.com.,65,1,
1722268380.728315,192.168.1.200,192.168.1.1,google.com.,28,1,
1722268380.728533,192.168.1.200,192.168.1.1,google.com.,1,1,
1722268380.728648,192.168.1.200,192.168.1.1,google.com.,65,1,
1722268380.733087,192.168.1.1,192.168.1.200,google.com.,28,1,
1722268380.735147,192.168.1.1,192.168.1.200,google.com.,1,1,
1722268380.735147,192.168.1.1,192.168.1.200,google.com.,65,1,
1722268380.773274,192.168.1.200,192.168.1.1,accounts.google.com.,28,1,
1722268380.773564,192.168.1.200,192.168.1.1,accounts.google.com.,1,1,
1722268380.773778,192.168.1.200,192.168.1.1,accounts.google.com.,65,1,
1722268380.778647,192.168.1.1,192.168.1.200,accounts.google.com.,1,1,
1722268380.780975,192.168.1.1,192.168.1.200,accounts.google.com.,28,1,
1722268380.781572,192.168.1.1,192.168.1.200,accounts.google.com.,65,1,
1722268381.11245,192.168.1.200,192.168.1.1,mtalk.google.com.,28,1,
1722268381.11331,192.168.1.200,192.168.1.1,mtalk.google.com.,1,1,
1722268381.121194,192.168.1.1,192.168.1.200,mtalk.google.com.,1,1,
1722268381.121194,192.168.1.1,192.168.1.200,mtalk.google.com.,28,1,
